groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWonPercentage,wasFouled,dispossessed,accurateFinalThirdPasses,bigChancesCreated,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,dribbledPast,bigChancesMissed,hitWoodwork,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,season,league,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Tkl,TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Chall_Tkl,Chall_Att,Chall_Tkl%,Chall_Lost,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Mn/MP,Min%,Compl,Subs,unSub,Team_Succ_PPM,Team_Succ_onG,Team_Succ_onGA,Team_Succ_+/-,Team_Succ_+/-90,Team_Succ_On-Off,Team_Succ_onxG,Team_Succ_onxGA,Team_Succ_xG+/-,Team_Succ_xG+/-90,Team_Succ_On-Off.1,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Aerial_Won,Aerial_Lost,Aerial_Won%,Gen. Role,Role,xGoalsAdded,xGoalsAdded_p90,DAVIES,DAVIES_Box Activity,DAVIES_Shooting,DAVIES_Final Ball,DAVIES_Dribbles and Carries,DAVIES_Buildup Passing,DAVIES_Defense,DAVIES_p90,DAVIES_Box Activity_p90,DAVIES_Shooting_p90,DAVIES_Final Ball_p90,DAVIES_Dribbles and Carries_p90,DAVIES_Buildup Passing_p90,DAVIES_Defense_p90,team_elo,team_rank,DAVIES_next_season
23,50.0,67.44,5,1,183,0,5,1,25.0,89,60.14,12,1,1,1,0,0,lewis dunk,brighton  hove albion,2023-2024,engpremier league,ENG,DF,32,1991.0,16,16,1416,15.7,1,0,1,1,0,0,5,1,2.2,2.2,0.2,2.4,25.0,101.0,9.0,0.06,0.0,0.06,0.06,0.06,0.14,0.01,0.15,0.14,0.15,21.0,4,19.0,1.33,0.25,0.05,0.25,15.0,4.0,0.11,-1.2,-1.2,1525.0,1670.0,91.3,27179.0,9902.0,644.0,667.0,96.6,724.0,774.0,93.5,131.0,191.0,68.6,1.5,-0.2,5.0,126.0,7.0,1.0,1670.0,1561.0,102.0,60.0,2.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,1525.0,7.0,4.0,22.0,1.4,17.0,1.0,0.0,4.0,0.0,0.0,5.0,0.32,4.0,0.0,0.0,1.0,0.0,0.0,14.0,7.0,8.0,5.0,1.0,6.0,18.0,33.3,12.0,27.0,21.0,6.0,14.0,28.0,37.0,1.0,1789.0,235.0,834.0,883.0,83.0,31.0,1789.0,5.0,3.0,60.0,1.0,20.0,1265.0,6186.0,3490.0,25.0,11.0,1.0,7.0,1.0,1385.0,9.0,89,78.7,14.0,0,0,1.63,33.0,27.0,6.0,0.38,0.62,27.3,23.1,4.2,0.27,0.03,0.0,8,5.0,1.0,4.0,0.0,1.0,0.0,93.0,29.0,14.0,67.4,Central Def,Progressive Central Defender,4.75924373743682,0.302494305345561,2.70195798810147,0.251425977198921,0.693656698269341,0.186650882062185,0.135817271611483,1.75775309996944,-0.0914775350069741,0.114884141593957,0.012212358489814,0.0363709846641296,0.0100223079301398,0.006064547220762,0.095162543119885,-0.0264137886619798,1818.06164551,16.0,0.4923803383333662
38,71.7,66.67,12,1,117,0,3,1,33.33,42,63.64,11,2,1,1,1,0,jan paul van hecke,brighton  hove albion,2023-2024,engpremier league,NED,DF,23,2000.0,15,13,1199,13.3,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.9,12.0,78.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,8.0,3,37.5,0.6,0.23,0.0,0.0,9.6,0.0,0.09,-0.7,-0.7,1202.0,1281.0,93.8,21038.0,8433.0,493.0,516.0,95.5,622.0,649.0,95.8,73.0,94.0,77.7,0.3,-0.2,3.0,64.0,4.0,1.0,1281.0,1243.0,36.0,18.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1202.0,2.0,1.0,17.0,1.28,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,14.0,5.0,1.0,11.0,21.0,52.4,10.0,27.0,16.0,11.0,17.0,37.0,45.0,2.0,1424.0,197.0,669.0,703.0,57.0,8.0,1424.0,1.0,1.0,100.0,0.0,0.0,980.0,5338.0,3366.0,12.0,10.0,0.0,8.0,1.0,1098.0,6.0,80,66.6,13.0,2,4,1.6,26.0,17.0,9.0,0.68,1.27,24.5,18.3,6.1,0.46,0.59,0.0,3,12.0,0.0,3.0,0.0,1.0,0.0,69.0,32.0,19.0,62.7,Central Def,Progressive Central Defender,3.29521284788202,0.247347086162954,1.12052570031087,0.006285649429973,0.136459245106642,-0.0310696760987792,0.188677426802512,1.28803153279897,-0.116988393466457,0.100993224801755,-0.0001976716745461,0.0121742592769656,-0.001402281534146,0.0138752308132127,0.0798965039511688,-0.0129651017261918,1818.06164551,16.0,0.4720596296363425
65,43.62,47.37,20,14,238,5,23,5,14.29,5,50.0,14,5,0,0,0,0,kaoru mitoma,brighton  hove albion,2023-2024,engpremier league,JPN,FW,26,1997.0,17,13,1321,14.7,3,4,7,3,0,0,4,0,3.2,3.2,2.6,5.7,109.0,59.0,211.0,0.2,0.27,0.48,0.2,0.48,0.22,0.18,0.39,0.22,0.39,31.0,13,41.9,2.11,0.89,0.1,0.23,13.5,0.0,0.1,-0.2,-0.2,453.0,567.0,79.9,5626.0,1339.0,315.0,358.0,88.0,102.0,136.0,75.0,9.0,21.0,42.9,3.3,1.4,23.0,19.0,32.0,5.0,567.0,556.0,9.0,1.0,3.0,0.0,35.0,7.0,1.0,0.0,0.0,0.0,453.0,2.0,16.0,56.0,3.82,44.0,0.0,9.0,2.0,1.0,0.0,9.0,0.61,6.0,0.0,3.0,0.0,0.0,0.0,10.0,4.0,2.0,5.0,3.0,5.0,19.0,26.3,14.0,12.0,1.0,11.0,4.0,14.0,5.0,0.0,743.0,11.0,65.0,239.0,449.0,118.0,743.0,87.0,35.0,40.2,43.0,49.4,540.0,4388.0,2828.0,109.0,49.0,56.0,32.0,14.0,593.0,211.0,78,73.4,11.0,4,0,1.41,28.0,25.0,3.0,0.2,-0.17,25.4,22.0,3.4,0.23,-0.12,0.0,14,20.0,6.0,35.0,0.0,0.0,0.0,63.0,9.0,10.0,47.4,Dribbler,Wide Dribbler,4.57012718690827,0.311363699335158,1.84285901159463,0.741706632736817,0.258372841767439,0.353971103472216,0.755793969647468,-0.069620116846642,-0.0620359815937071,0.0520900409224292,0.0347710999675509,-0.0195939539302982,0.0151489305908234,0.0428311304660762,0.0001289596657513,-0.0123464001432534,1818.06164551,16.0,0.4987755224828436
40,45.45,36.36,19,5,274,3,18,8,30.77,44,61.11,18,0,0,0,0,0,billy gilmour,brighton  hove albion,2023-2024,engpremier league,SCO,MF,22,2001.0,19,14,1279,14.2,0,1,1,0,0,0,4,0,0.8,0.8,1.9,2.7,25.0,129.0,27.0,0.0,0.07,0.07,0.0,0.07,0.05,0.13,0.19,0.05,0.19,17.0,5,29.4,1.2,0.35,0.0,0.0,25.7,0.0,0.04,-0.8,-0.8,1143.0,1251.0,91.4,18130.0,4647.0,589.0,610.0,96.6,452.0,489.0,92.4,70.0,106.0,66.0,1.9,-0.9,18.0,114.0,24.0,2.0,1251.0,1206.0,41.0,19.0,7.0,5.0,24.0,1.0,15.0,6.0,9.0,0.0,1143.0,4.0,6.0,49.0,3.45,41.0,5.0,0.0,2.0,1.0,0.0,6.0,0.42,5.0,0.0,0.0,1.0,0.0,0.0,15.0,9.0,9.0,4.0,2.0,6.0,23.0,26.1,17.0,16.0,6.0,10.0,5.0,20.0,10.0,0.0,1367.0,40.0,249.0,867.0,259.0,9.0,1367.0,13.0,2.0,15.4,10.0,76.9,788.0,3528.0,1745.0,25.0,34.0,0.0,18.0,5.0,1115.0,27.0,67,71.1,9.0,5,1,1.58,28.0,23.0,5.0,0.35,0.35,26.7,22.3,4.4,0.31,0.16,0.0,14,17.0,0.0,24.0,0.0,0.0,0.0,71.0,8.0,14.0,36.4,Deep Midfielder,Playmaking Deep Midfielder,2.62533091608263,0.184737906526534,1.91006183476772,0.0502851954397842,0.380004002911523,0.320490545691922,0.0209667262527172,0.946729775418001,0.0,0.0319215539697496,0.0,0.0075205065128548,0.0095857131264139,0.0011367242680157,0.0369727689005268,-0.0237475209944933,1818.06164551,16.0,0.4559439446223762
13,38.24,46.67,3,1,70,1,8,1,12.5,4,23.53,7,3,1,0,0,0,jack hinshelwood,brighton  hove albion,2023-2024,engpremier league,ENG,"DF,MF",18,2005.0,9,6,619,6.9,2,0,2,2,0,0,1,0,1.8,1.8,0.6,2.4,9.0,16.0,28.0,0.29,0.0,0.29,0.29,0.29,0.26,0.08,0.35,0.26,0.35,13.0,7,53.8,1.89,1.02,0.15,0.29,9.2,0.0,0.15,0.2,0.2,286.0,337.0,84.9,4157.0,725.0,159.0,175.0,90.9,110.0,126.0,87.3,7.0,16.0,43.8,0.3,-0.6,5.0,17.0,4.0,0.0,337.0,302.0,35.0,9.0,0.0,1.0,5.0,26.0,0.0,0.0,0.0,0.0,286.0,0.0,3.0,11.0,1.6,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,5.0,11.0,45.5,6.0,4.0,2.0,2.0,12.0,22.0,16.0,0.0,410.0,23.0,135.0,175.0,101.0,22.0,410.0,3.0,0.0,0.0,2.0,66.7,222.0,981.0,447.0,9.0,11.0,1.0,4.0,1.0,270.0,28.0,69,34.4,2.0,3,4,1.33,11.0,14.0,-3.0,-0.44,-1.05,13.2,11.4,1.8,0.27,0.01,0.0,11,3.0,0.0,5.0,0.0,1.0,0.0,24.0,7.0,7.0,50.0,Wide Def,Deep Wide Defender,1.38527397133155,0.201413016833344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.06164551,16.0,0.4258261867766925
35,39.33,42.86,20,24,60,1,5,0,0.0,3,60.0,6,2,2,0,0,0,evan ferguson,brighton  hove albion,2023-2024,engpremier league,IRL,FW,19,2004.0,18,11,964,10.7,6,0,6,6,0,0,1,0,3.6,3.6,0.5,4.1,11.0,11.0,41.0,0.56,0.0,0.56,0.56,0.56,0.34,0.05,0.39,0.34,0.39,26.0,16,61.5,2.43,1.49,0.23,0.38,15.9,0.0,0.14,2.4,2.4,173.0,205.0,84.4,2085.0,265.0,113.0,128.0,88.3,34.0,36.0,94.4,8.0,10.0,80.0,0.7,-0.5,5.0,7.0,4.0,0.0,205.0,176.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,2.0,6.0,19.0,1.78,13.0,0.0,1.0,1.0,3.0,1.0,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0,11.0,6.0,2.0,6.0,3.0,3.0,9.0,33.3,6.0,9.0,3.0,6.0,2.0,13.0,5.0,0.0,321.0,10.0,38.0,149.0,138.0,34.0,321.0,13.0,5.0,38.5,6.0,46.2,205.0,960.0,315.0,11.0,7.0,3.0,31.0,23.0,244.0,41.0,54,53.6,3.0,7,1,1.61,17.0,22.0,-5.0,-0.47,-1.54,16.5,16.7,-0.2,-0.02,-0.61,0.0,18,19.0,4.0,0.0,1.0,0.0,0.0,14.0,8.0,12.0,40.0,Finisher,Target Forward,2.13098393910307,0.198950782696344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.06164551,16.0,0.3953048852320015
56,42.11,60.0,11,13,112,3,18,7,22.58,11,50.0,14,3,0,0,0,0,simon adingra,brighton  hove albion,2023-2024,engpremier league,CIV,"FW,MF",22,2002.0,17,13,1142,12.7,4,1,5,4,0,0,2,0,2.4,2.4,2.1,4.5,53.0,22.0,132.0,0.32,0.08,0.39,0.32,0.39,0.19,0.17,0.35,0.19,0.35,20.0,11,55.0,1.58,0.87,0.2,0.36,16.2,0.0,0.12,1.6,1.6,335.0,435.0,77.0,4753.0,880.0,212.0,257.0,82.5,100.0,130.0,76.9,14.0,20.0,70.0,1.4,-1.1,18.0,9.0,19.0,6.0,435.0,417.0,17.0,2.0,4.0,1.0,31.0,11.0,4.0,0.0,0.0,0.0,335.0,1.0,10.0,36.0,2.83,25.0,1.0,3.0,4.0,1.0,2.0,4.0,0.31,3.0,0.0,0.0,0.0,0.0,1.0,20.0,11.0,11.0,5.0,4.0,10.0,24.0,41.7,14.0,12.0,0.0,12.0,12.0,32.0,9.0,0.0,583.0,16.0,96.0,207.0,288.0,62.0,583.0,66.0,25.0,37.9,35.0,53.0,379.0,2402.0,1339.0,53.0,24.0,27.0,22.0,13.0,400.0,132.0,67,63.4,6.0,4,1,1.41,23.0,23.0,0.0,0.0,-0.68,18.3,18.4,-0.1,-0.01,-0.75,0.0,15,11.0,9.0,31.0,0.0,0.0,0.0,63.0,6.0,4.0,60.0,Dribbler,Wide Dribbler,2.56500265499663,0.202145568257177,0.0299444494142769,0.175998184039245,0.118794714290269,-0.0098909567707232,0.0556893295045992,-0.246276463287037,0.0458458192127884,-0.0429043019292192,-0.001664725804278,-0.0022040690765693,-0.0080174073813097,0.0002308834708415,-0.0152604706070764,0.0039630064799996,1818.06164551,16.0,0.4597285131277435
27,51.92,31.58,4,6,161,2,15,8,27.59,18,60.0,5,0,1,0,0,0,james milner,brighton  hove albion,2023-2024,engpremier league,ENG,"DF,MF",38,1986.0,13,9,683,7.6,0,2,2,0,0,0,3,0,0.2,0.2,1.7,1.9,10.0,61.0,64.0,0.0,0.26,0.26,0.0,0.26,0.03,0.23,0.25,0.03,0.25,4.0,1,25.0,0.53,0.13,0.0,0.0,18.6,0.0,0.05,-0.2,-0.2,438.0,524.0,83.6,6823.0,2221.0,237.0,262.0,90.5,165.0,192.0,85.9,23.0,42.0,54.8,1.7,0.3,15.0,42.0,15.0,6.0,524.0,461.0,60.0,7.0,4.0,2.0,27.0,48.0,5.0,3.0,0.0,0.0,438.0,3.0,8.0,21.0,2.77,17.0,4.0,0.0,0.0,0.0,0.0,2.0,0.26,0.0,2.0,0.0,0.0,0.0,0.0,18.0,12.0,8.0,9.0,1.0,9.0,14.0,64.3,5.0,8.0,0.0,8.0,7.0,25.0,16.0,0.0,606.0,25.0,129.0,275.0,207.0,12.0,606.0,8.0,3.0,37.5,4.0,50.0,353.0,1126.0,523.0,10.0,5.0,3.0,10.0,5.0,407.0,64.0,53,37.9,1.0,4,2,1.62,10.0,10.0,0.0,0.0,-0.4,13.2,9.9,3.3,0.43,0.27,0.0,10,4.0,3.0,27.0,0.0,1.0,0.0,43.0,6.0,13.0,31.6,Wide Def,Progressive Wide Defender,1.46690764835709,0.193296761862574,-0.0298243009636998,-0.006285649429973,-0.0983003198761704,0.196798394033137,-0.112854859077829,0.247880073351587,-0.153160275813047,0.0425823594571716,0.0034920079610324,-0.0028893796363861,0.0301645750727059,-0.0133797291849245,0.0373570396386513,-0.0023655904616549,1818.06164551,16.0,0.3622186543629554
18,47.37,72.73,1,2,89,0,4,0,0.0,5,31.25,4,0,0,0,0,0,igor julio,brighton  hove albion,2023-2024,engpremier league,BRA,DF,25,1998.0,11,8,704,7.8,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,16.0,59.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,2.0,0,0.0,0.26,0.0,0.0,0.0,16.2,0.0,0.06,-0.1,-0.1,669.0,715.0,93.6,10860.0,3165.0,299.0,312.0,95.8,333.0,345.0,96.5,25.0,33.0,75.8,0.2,-0.3,4.0,55.0,1.0,0.0,715.0,670.0,44.0,12.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,669.0,1.0,5.0,12.0,1.53,11.0,0.0,1.0,0.0,0.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,7.0,2.0,4.0,8.0,50.0,4.0,11.0,5.0,6.0,6.0,16.0,23.0,0.0,784.0,51.0,283.0,445.0,59.0,3.0,784.0,9.0,7.0,77.8,2.0,22.2,499.0,2443.0,1326.0,16.0,6.0,0.0,6.0,2.0,573.0,3.0,64,39.1,5.0,3,7,1.09,11.0,12.0,-1.0,-0.13,-0.62,12.5,11.1,1.5,0.19,-0.13,0.0,12,1.0,0.0,1.0,0.0,0.0,0.0,48.0,16.0,6.0,72.7,Central Def,Progressive Central Defender,1.45622987816214,0.186165751469592,-0.601055871173203,-0.100570390879568,-0.202005783264127,-0.0146430705643062,0.0847397704499223,0.150764320014622,-0.28747231092682,-0.001444412282011,-0.0077359828973933,-0.0172868544593021,-6.84394233880477e-05,0.0123899452479492,0.0433924749898718,-0.0136007445709552,1818.06164551,16.0,0.41466729237129973
23,45.1,31.58,8,11,69,2,9,0,0.0,0,0.0,3,2,1,0,0,0,danny welbeck,brighton  hove albion,2023-2024,engpremier league,ENG,"FW,MF",33,1990.0,12,9,599,6.7,2,0,2,2,0,0,1,0,1.7,1.7,0.4,2.1,11.0,18.0,40.0,0.3,0.0,0.3,0.3,0.3,0.26,0.06,0.32,0.26,0.32,15.0,7,46.7,2.25,1.05,0.13,0.29,16.4,0.0,0.11,0.3,0.3,152.0,182.0,83.5,1816.0,247.0,110.0,125.0,88.0,35.0,39.0,89.7,0.0,1.0,0.0,0.5,-0.4,7.0,10.0,4.0,0.0,182.0,171.0,9.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,152.0,2.0,6.0,26.0,3.91,20.0,0.0,0.0,4.0,2.0,0.0,4.0,0.6,2.0,0.0,0.0,1.0,1.0,0.0,12.0,4.0,4.0,6.0,2.0,4.0,6.0,66.7,2.0,6.0,0.0,6.0,3.0,15.0,7.0,0.0,267.0,9.0,23.0,123.0,125.0,27.0,267.0,12.0,3.0,25.0,9.0,75.0,155.0,764.0,347.0,11.0,5.0,4.0,18.0,10.0,191.0,40.0,50,33.3,0.0,3,0,1.5,15.0,8.0,7.0,1.05,1.2,14.6,8.8,5.8,0.87,0.92,0.0,4,8.0,1.0,2.0,1.0,0.0,0.0,15.0,4.0,11.0,26.7,Finisher,Progressive Forward,1.29459745342488,0.194513807693221,-1.25158201459807,-0.377138965798381,-0.954487895790503,-0.0890554056196718,0.0,0.063736097025459,-0.0335982012157698,-0.0517762785785738,-0.0109467723009232,-0.0411825158047084,-0.0017394458926617,-0.0007235796675264,0.0038791428616579,0.0050106941304153,1818.06164551,16.0,0.4565565762151405
12,40.0,25.0,8,4,30,1,4,0,0.0,5,83.33,6,3,0,0,0,0,ansu fati,brighton  hove albion,2023-2024,engpremier league,ESP,"MF,FW",21,2002.0,9,2,290,3.2,2,0,2,2,0,0,1,0,2.7,2.7,0.5,3.1,9.0,21.0,23.0,0.62,0.0,0.62,0.62,0.62,0.82,0.15,0.97,0.82,0.97,13.0,7,53.8,4.03,2.17,0.15,0.29,14.5,0.0,0.2,-0.7,-0.7,93.0,107.0,86.9,1235.0,385.0,63.0,66.0,95.5,19.0,24.0,79.2,6.0,7.0,85.7,0.3,-0.5,4.0,6.0,3.0,0.0,107.0,103.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,3.0,14.0,4.32,11.0,0.0,1.0,2.0,0.0,0.0,2.0,0.62,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,6.0,3.0,0.0,3.0,1.0,3.0,2.0,0.0,145.0,2.0,15.0,75.0,55.0,19.0,145.0,8.0,2.0,25.0,4.0,50.0,103.0,478.0,246.0,9.0,1.0,6.0,5.0,4.0,125.0,23.0,32,16.1,0.0,7,0,1.44,7.0,6.0,1.0,0.31,0.07,6.6,3.4,3.2,0.99,0.87,0.0,4,8.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,3.0,25.0,Finisher,Progressive Forward,1.51762652000552,0.470987540691367,-0.160667972865082,-0.263997276058867,0.0,-0.0119980303159969,0.0,0.183642966004719,-0.0774079389133621,0.281686538132155,0.010880406659465,0.224930902004907,0.0055093279404482,0.0033181909010843,0.0368591478122567,-0.0006081085143718,1818.06164551,16.0,0.5538746226176826
53,64.63,46.43,26,3,86,1,2,0,0.0,21,52.5,11,0,0,1,0,0,joel veltman,brighton  hove albion,2023-2024,engpremier league,NED,DF,32,1992.0,16,9,914,10.2,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,16.0,41.0,27.0,0.0,0.1,0.1,0.0,0.1,0.01,0.04,0.05,0.01,0.05,2.0,2,100.0,0.2,0.2,0.0,0.0,20.4,0.0,0.05,-0.1,-0.1,456.0,550.0,82.9,7425.0,1924.0,230.0,257.0,89.5,189.0,219.0,86.3,34.0,57.0,59.6,0.3,0.6,2.0,31.0,2.0,0.0,550.0,471.0,77.0,22.0,1.0,0.0,6.0,55.0,0.0,0.0,0.0,0.0,456.0,2.0,8.0,7.0,0.69,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,13.0,11.0,3.0,17.0,28.0,60.7,11.0,12.0,6.0,6.0,12.0,39.0,32.0,1.0,665.0,56.0,211.0,323.0,132.0,11.0,665.0,7.0,1.0,14.3,4.0,57.1,362.0,1564.0,679.0,16.0,9.0,0.0,9.0,3.0,394.0,27.0,57,50.8,8.0,7,0,1.56,22.0,20.0,2.0,0.2,-0.11,15.9,16.0,-0.1,-0.01,-0.56,0.0,11,26.0,0.0,6.0,0.0,0.0,0.0,44.0,12.0,15.0,44.4,Wide Def,Deep Wide Defender,1.21238876885431,0.119381826254801,-0.284343180466479,-0.0188569482899191,-0.127657856552563,-0.095397689791643,-0.0613647626767878,-0.0808087397051264,0.203644480700964,-0.0313325761506015,-0.0027698586598739,-0.0098846594958436,-0.0109392651765307,-0.0068667038220992,-0.0105916040094511,0.0195160789454494,1818.06164551,16.0,0.4177634338060948
41,41.84,27.27,20,17,64,2,9,0,0.0,4,57.14,9,1,0,0,0,0,facundo buonanotte,brighton  hove albion,2023-2024,engpremier league,ARG,"MF,FW",19,2004.0,12,6,504,5.6,1,1,2,1,0,0,4,0,0.6,0.6,1.2,1.8,12.0,13.0,31.0,0.18,0.18,0.36,0.18,0.36,0.11,0.21,0.32,0.11,0.32,10.0,3,30.0,1.79,0.54,0.1,0.33,21.0,0.0,0.06,0.4,0.4,151.0,183.0,82.5,1983.0,320.0,96.0,109.0,88.1,39.0,45.0,86.7,6.0,7.0,85.7,0.5,-0.2,9.0,10.0,4.0,0.0,183.0,179.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,151.0,0.0,6.0,21.0,3.75,13.0,0.0,1.0,2.0,4.0,1.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,2.0,8.0,3.0,5.0,14.0,35.7,9.0,8.0,1.0,7.0,2.0,15.0,2.0,0.0,265.0,11.0,34.0,126.0,113.0,16.0,265.0,27.0,7.0,25.9,16.0,59.3,155.0,1009.0,443.0,12.0,11.0,3.0,18.0,14.0,189.0,31.0,42,28.0,0.0,6,3,1.5,10.0,6.0,4.0,0.71,0.64,11.0,8.7,2.3,0.4,0.19,0.0,12,18.0,1.0,2.0,0.0,0.0,0.0,29.0,3.0,8.0,27.3,Dribbler,Direct Dribbler,0.731022399400556,0.130539714178671,-1.09063574925296,-0.314282471498651,-0.364387345284756,-0.101528212030254,-0.44647354388826,0.133858186272578,-0.0320009668218187,-0.0733328817233998,-0.0203136268756464,-0.0149173057127261,0.0015749202168795,-0.0498499574092358,0.0100243167529903,0.0023502362955527,1818.06164551,16.0,0.4609413614642392
11,40.74,76.19,1,1,77,0,1,0,0.0,20,55.56,9,0,0,1,0,0,adam webster,brighton  hove albion,2023-2024,engpremier league,ENG,DF,29,1995.0,7,7,613,6.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,4.0,0,0.0,0.59,0.0,0.0,0.0,9.7,0.0,0.06,-0.2,-0.2,565.0,622.0,90.8,9650.0,3235.0,230.0,249.0,92.4,292.0,312.0,93.6,30.0,42.0,71.4,0.1,0.0,1.0,48.0,0.0,0.0,622.0,609.0,13.0,11.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,565.0,0.0,2.0,5.0,0.73,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,7.0,2.0,1.0,5.0,14.0,35.7,9.0,6.0,3.0,3.0,6.0,16.0,28.0,1.0,679.0,63.0,295.0,351.0,34.0,5.0,679.0,1.0,0.0,0.0,1.0,100.0,460.0,2332.0,1300.0,7.0,12.0,0.0,3.0,0.0,522.0,0.0,88,34.1,6.0,0,5,1.29,11.0,13.0,-2.0,-0.29,-0.82,11.6,10.2,1.4,0.2,-0.1,0.0,4,1.0,0.0,0.0,0.0,0.0,1.0,39.0,16.0,5.0,76.2,Central Def,Progressive Central Defender,1.48783253810768,0.218441971337179,-0.56945321122767,-0.0754277931596763,-0.151138013444839,-0.0450446059767214,-0.0092580742116709,0.129223953535715,-0.185940271967553,0.0308318075855759,-0.0033288389042679,-0.0088531340025087,-0.0037338404218914,0.0014152040066545,0.0551005223644081,0.0087667057119747,1818.06164551,16.0,0.39420225498384964
